has_aftermarket_mods,car_age,is_new,log_mileage,battery_kwh,range_km,power_hp,model_mode_enc,model_year_enc,brand_Mercedes-Benz,brand_Other,brand_Porsche,brand_VinFast,brand_Wuling,base_model_EC Van,base_model_Herio Green,base_model_Limo,base_model_Limo Green,base_model_Minio Green,base_model_Other,base_model_Taycan,base_model_VF MPV 7,base_model_VF e34,base_model_VF3,base_model_VF5,base_model_VF6,base_model_VF7,base_model_VF8,base_model_VF9,body_type_Coupe,body_type_Hatchback,body_type_MPV,body_type_Other,body_type_SUV,body_type_Sedan,drivetrain_AWD,drivetrain_FWD,drivetrain_RWD,origin_Domestic,origin_Imported,origin_Unknown
0,1.0,0,1.791759469228055,18.6,210.0,43.0,276743860.6620504,265450633.23201033,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
0,3.0,0,10.404293143019792,82.0,420.0,349.0,671374362.5325855,725053868.9008842,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
0,1.0,0,4.61512051684126,92.0,480.0,402.0,1141135415.1641645,1237467145.2399328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
0,1.0,1,0.0,59.6,381.0,201.0,615161169.9737706,632255365.9350682,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,0.0,1,0.0,18.6,210.0,43.0,253435226.1042623,417347761.73981285,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0,2.0,0,0.0,37.2,326.4,134.0,652970666.2467964,425916738.70753217,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,2.0,0,10.165890277802454,18.6,210.0,43.0,254129962.94636756,249955756.61788195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0,2.0,1,0.0,37.2,326.4,134.0,581157489.9243976,425362684.6534781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,1.0,0,9.210440366976517,37.2,326.4,134.0,441253857.3198138,440524292.7445225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,0.0,1,0.0,59.6,381.0,201.0,622092283.5896758,660245976.0255271,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,1.0,1,0.0,17.0,150.0,41.0,582898256.0549815,431444888.6964483,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,4.0,0,11.58989576532275,42.0,318.6,147.0,518015051.7492169,464084245.909852,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,2.0,1,0.0,59.6,381.0,201.0,652632538.6297181,622796414.7634974,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,3.0,0,10.535583457775974,82.0,420.0,349.0,669453309.9010066,724438700.3615584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1,1.0,0,3.044522437723423,18.6,210.0,43.0,253610664.7007535,265529580.6004314,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
0,2.0,0,11.034905792929415,37.2,326.4,134.0,421593944.3894615,426214036.00482947,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,3.0,0,10.691967639914864,82.0,420.0,349.0,768779982.8763766,724587576.7660527,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
0,2.0,0,9.392745258631441,37.2,326.4,134.0,441377314.10993725,425741063.0318565,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,3.0,0,9.61587214452889,82.0,420.0,349.0,815793301.1411417,724433082.3840302,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
